Sentence,Sentiment
 @AMISHDEVGAN @RahulGandhi Or koi rasta to bacha nahi to kare kya !!!! Vaise unhone party ka growth kiya hai is bat.… https//t.co/pwhZuh0sK3,postive
 @WhoSunilGrover Eid ke mauke per arahe hai apne Salman Bhaijan lekar Bharat the movie .. Unke fans ke liye yeh Eidi hua unke taraf se ??,negative
 Shaadi Krne.Baad 3-4 Esse Bache paeda Karunga Jo Padosiyo ka Jeena Haram Krde Saale Police Protection Lene Pr Majboor Ho jaaye ????,negative
 @faizanlakhani Bakwas karta hey BC.Londay sara waqt @ZAbbasOfficial.sath tweeter per busy hotay hein.Practice.https//t.co/43m3rqNiG4,postive
 @myuiminya awwwie ?? anw good morning to beautiful swan minariing ???,neutral
 RT @xshaikha @amouliias A7laaa ou a6yaaab Aamal ???????? so grateful.got to know you this year you.re truly.blessing ?????? Thank you for …,postive
 @Fi_BGB @takethat @GaryBarlow @hwigray @OfficialMarkO Oooh so good.Bless em.Have FUN.Xxx,negative
 @iqrarulhassan Jn khandanon ne hijrat ki apna sb kch lutwaya apne pyaron ki Bay gor.kafan lashen uthain .. unhy blk.https//t.co/FnyjOHzIVe,neutral
 HAPPY BIRTHDAY Sona Heiden.MY FILMY DUNIYA Help Line No.08866681188/2288/3388/4488 Born 31 May 1943.ag.https//t.co/w9hecSDEeV,negative
 @SRKsHarry Tottenham ... Liverpool ko support nhi.Liverpool ka kismat nhi.... BC dekhunga hi nhi ????,negative
 RT @Anshuch79716462 Illiterate bhakto ki sazaa ab pure India ko milegi Jinki khud ki degrees fake.wo Education department sambhalege ...…,neutral
 RT @dr_biya @Mubi_1214 Jahan temporary jazbat hote hen wahan shyd ek time ata.k dil bhar jata.lekin jahan permanent muhabbat ho other …,postive
 RT @Sami_lsrk Congratulations.jiya On completing 18K followers ??.wish you have many many more ?? Mubarak hO apko stay khush ???????? @Ch_j …,neutral
 Ye Naaz Ye Andaaz Humare Nahi Hote Jholi Me Agar Tumhare Nahi Hote Bedaam Hi Bikjayenge Bazare Nabi Me Iss Shaan.https//tco/vJZ2nYHC9r,neutral
 RT @gscordovaaaaaaa salamat kay maam hue ug sushi https//tco/csdOkfxpxe,neutral
 @dhume Why don't.take the place of MODI bad solve all problem in minutes ... Lecture dena bohut assan hai be,postive
 PM MODI Ji Ko dobera Bharat ka pm baneye Jane ki Hardik subhkamnayeaasa karta hu AAP mere bharatvarsh Ko vishav.… https//t.co/IqPnMxayll,neutral
 @SumanKu11203723 Maine Nahi dekhi ... but in raaz everything is superb ... Song best the Sabhi Horror.Shandar tha.https//t.co/52yyycPkfQ,postive
 @sambitswaraj Sorry to hear this ... But koi baat nahi sir desh mai modi sarkar agaya .,negative
 RT @drop0ut__Pakistan team wo gandi aulaad hy jisay na to insaan rakh sakta hy na chor sakta hy .,negative
 @javedchudhry @AhsanIqbalMNA Aur Pakistani Media per nach gana bhi band hona chahiye.Raat 12 bajey tamam TV channels band honey chahiye .,postive
 @AnupamPKher Very good.?????????????????? Sabhi se anurodh hai ki desh ke liye soche or desh ke liye kare.Ak sachche desh.… https//t.co/sYTiitVVM6,negative
 @margallass Aray nhe Nawaz sharif sala dulla hara walay ka pota hy tmhay kisi nay ghalat batya hy.Waisay bhe kapta.https//t.co/YCw9dvUXpV,neutral
 Rehne do bro pappu na ho payega pata chala return home ka raasta bhool Gaya tumhe hi jaake leke ana padega agar.https//tco/V3JUrt9vJ0,negative
.SiddhuQuitPolitics Sardar thok tali or chor politics Bhut burai kar rha tha tu Karma fucks hard,neutral
 RT @victoriouslogan It.s June.We.re officially halfway thru the year.MIND BLOWING .,negative
 @BakhtawarBZ @AseefaBZ @AAliZardari Jb tak sindh main bewakuf log hain.ZARDARI jail nahi jasakta.gareeb sindhi aaj.https//t.co/8w82nKcOj8,negative
 RT @SSR84059971 @Rishabh05900425 @ReallySwara Nahi aaj kal kanhaiya kumar or vo kutta jiske saath photo post ki hai dono iski lete rehte.…,postive
 @narendramodi Modi ji ye sapath grahan samaroh har.saal baad aap hi karenge Jab tak aap ban sakenge tab tak aapk.https//tco/7yHCpucGpH,postive
 HON.CM UK SH.S RAWAT JI KO BAHUT BAHUT BADHAI WITH REGARDS RAJESH PARMAR PARSAD.N.DUN UK https//t.co/atOQt4d8hZ,postive
 Happy Happy Birthday To You Tere Jaise Dost Duniya Mein Hote Hain Bahut Few Chhote Se Mere Is Dil Mein Only Hai.… https//t.co/2c43GoCVyu,negative
 @Blezzingz4u @SavageClown666 Jhuth nhi ye ?????? all boys are same Feku ??,negative
 @Devsing30353779 @_ Pintuchaudhary @Anshuman230 @bprerna Kyu najayz ko najayaz bolke gussa dila rahe ho .. Galti ho.… https//t.co/Eh9geQ88vG,postive
 Jai Baba balaknath Bandara Village Faste mai apka Swagat hai.— feeling happy at Garam Panchayat-Bara https//t.co/EqFQaayi0n,negative
 @MamataOfficial ??.. BJP Ke jaal main mat fasiye .. Ye log emotions ke sath khelker hi jitte hain .. Pls samjhne ki.… https//t.co/ANi4NSf7o6,postive
 @narendramodi Modiji welcome from the peoples of the country We have great expectations form you Parliament me app.https//tco/DEQmSqVfT4,negative
 RT @Shahrcasm Modi Sarkaar Aane Se Liberal Samaaj Me Shok Ka Vatavaran Koi Kuch Nahi Likh Raha RW Wale Pareshan RW Wale Apna Gussa RW.…,postive
 Happy Morning Have.Joyful Day Nation First Jai Jawan Jai Hind Vande Matram Hindustan Jindabad https//t.co/2ZVGJPUIQn,negative
 @vikasbha Modi aa ke bata dega ki ye fake video hai tab bhi Besharam patrkar ye tweet delete nhi karega ...,negative
 @ReallySwara Tera koi tweet nhi dikha jab amethi me bjp.worker ko mara gaya waha bhi to apni gandi shakal lekar.… https//tco/GzDOyNiQww,postive
 @sardanarohit @maliniawasthi Sir ager mari bat modi ji tak jay to may kahna chahata hu ki garibo ko rasan danay kay.https//t.co/dcJzfXD9YP,postive
 @narendramodi @manojsinhabjp Hardik badhai avm subhkamnaye Shredhiye Narendra Modi ji https//t.co/l0tuQ9u1gs,neutral
 @anildubey04 @msisodia @ArvindKejriwal @AtishiAAP @KumarBibhav @arunodayprakash Is kam ke bad bhi to election me ja.https//tco/clZK2FP3vS,neutral
 Pakistan.Musalmano Ramadan jaty jaty.humy mazboot kr rha.. Match dekhty hue gaali ni deni ??.ICCWC2019,negative
 Someone is abusing our country and she is laughing ... yehi gaali congress walo ki di hoti to ab tak behanji ne Hun.https//t.co/BwqlJaQ68X,neutral
 @deepakcc_@HarunKh67113991 @jandkheadlines @Shehla_Rashid Hanuman tumara superman Bheem tumhara Thor This is all.… https//t.co/ianyt117wn,postive
 @ajaymaken @duttabhishek Smile Friday happy birthday and great day with @duttaabhishek01 dil se badhai,negative
 Mera pnr nb 2460725150 hai ye bogy me a/c working nahi ho rahi hai attender bi kuch kar nahi raha hai Bolne par ka.https//t.co/sRoc1qbos5,negative
 @ZeeNewsHindi @narendramodi Phle pure pakistan se atankwadi saaf fir kre gae imran ko maaf Nhi to vhi apna ullu chaat,neutral
 @dhaikilokatweet Selectors ne bhi vijay Shankar ko ye soch kar choose kiya ki chalna to kisi ko bhi nhi hai number.https//t.co/SSw87lYsQZ,negative
 @mayagupta92 use bolunga ki iski bur ka bhosada ban gya hai chuchiyan papite ki tarah latak gai hai aur twitter ki.https//tco/1PkGpVKHZI,neutral
 @ZeeNewsHindi @INCIndia Congress ki haar Ka.Karan ye khujliwala Baba bhi he ?? bada choudhry Bana firta tha or.https//tco/aSFZuWyZXQ,neutral
 RT @MeShestory Me.I dont have boyfriend Me.Phir coffee chalein.She.I have husband Me.????.Meshestory,neutral
 @timesofindia Tum log kabhi nahi sudhroge every time upper caste lower caste what nonsense,postive
 Bharat mata ki jai vande matram jai shri Ram https//t.co/F7D73qwdX8,negative
 This bandi called Punjabis the worst and white people of Pakistan.Te mera bs nai chalandeya.me endiyaan internet.https//t.co/kbjFTxebfD,postive
.love my job.my new house.love everything im doing right now ion think.ever been this happy in life,neutral
 Dear sir hamare aliganj chetra me Jay sankar word me Kafi samay se siver tuta pada hai or iski sikayat humne kyi ba.https//tco/Imm9sOR0sp,neutral
 @R_A_J_B @vseekswisdom @earn_PRIDE Nahi yeh @vseekswisdom ?? to Doodh pr hi Jiti hai ????,negative
 Welcome to the new India ... Jo no problem .. Development no need .. Poverty don't mind ... Only communal violence ... Ha.https//t.co/SrXrkNWD2i,negative
 @vishkanyaaaa Bc haad ho gyi .... Aare mc usse bacha leyta ... Ya video apni gand me thoos le .... Bc bagwan ne dill.… https//t.co/ODvOGwoSSi,postive
 RT @ManuelDnl Thank you Lord for all the blessing that we cannot see Maging grateful sana tayo even sa pinakamaliliit na bagay na binibi …,postive
 @SarfarazA_54 Thank You for wearing the national dress at the opening ceremony of CWC19 You have done us all proud.https//tco/m7MOAP6hp7,postive
.am sorry to be the one to break it to you Bilawal but your grandfather is actually dead And no the Zinda hay.https//tco/gva66rYz96,postive
 @BDUTT Unko hindu-muslim krne se fursat milega tab sochenge na ?????? how ironical this is that the media of the count.https//t.co/8sWsLdgggE,postive
 @arunjaitley Ur the great leader Sir.pray to God for your good health Aap jaldi thik ho kar vapas aaiye Aap jais.https//tco/WDjCEV7Zwf,negative
 @ashoswai @IndiaToday Lo bangaya india super power in education fale liberals and modi haters will start cry that.https//t.co/pumeqpvXfL,postive
 @narendramodi DTH providers maalamal ho rahe hain aur Gareeb halal please New DTH policy band Karen.BJP sarkar Ke.https//t.co/W5KVq1i0WQ,postive
 Yeh hai Hindustan ki Shaan jo apni jaan dekar dusro ko tofha de jta hai .... Salute to you brother ???? https//t.co/xGOynvtqB1,neutral
 @SRKian_Baadshah @aadisrkian1 @sinchan21029371 @SRKs_Wolverine Bechare wo zakham nhi bhole 40% screens pe Housefull ??????,postive
 Yeah darlin.gonna make it happen Take the world in.love embrace Fire all of your guns at once and Explode into space,postive
 Jeetan Patel you absolute legend.What.great win for @WarwickshireCCC let's hope it's onwards and upwards now.#COYB.WARvSU,negative
 RT @awarastic Pakistan ko kisi ne btaya nahi t20 world cup nahi.ye .. jo 20 over me hi ludak gaye ..,neutral
 @bilaldarone9 Qazi Essa ke bete hona koi certifiable cheez nahi he.SC ke judge faisla karlenge.Patwariyo ka khof samajh nahi aaraha wese,neutral
 Ab election complete ho gye sarkar bhi ban gyi ... ab yogi ji or modi ji...me electricity or Paani ka dekh lo haala.https//t.co/aRuWXR35fc,neutral
 RT @NIRANJANCHAWAR1 Well done @manjrekarmahesh this time you do very well as.host.Good job Ata aamchya apexanvr pani feru nka.Next wee …,negative
 @smritiirani Smriti ji bas apse ek gujaris hai ki ap Amethi ke chaplooson se Bach ke rahiyega congratulations for your victory,negative
 @mustafataqvi40 @Ranatohid1 Sharam nahi ati hai in beghairat ghadari.cetificate bantne wale brigade ko .,negative
 @thewirehindi Need not to worry abhi fir kuch khulasa hone wala hoga nehru gandhi family ya left walon ka ...,postive
 RT @namratakapoor75 Shraddha har asambavh karya ko asmbavh kar deti hai.RadhaKrishn Govardhan leela of Krishna so beautifully written.s …,postive
 RT @alislam By the grace of Allah today marks 111 years of Khilafat-e-Ahmadiyya.KhilafatDay Mubarak to all Ahmadi Muslims around the wo …,negative
 @madhukishwar @asadowaisi Aap thik se dekhe nhi video ko wo dra huavideo ke start me use dhmka ke bola ja rha.jo.https//t.co/o6QeAcFd0R,negative
 @moa_pak @MananBhat786 Bhagmadarchod tum sale pak terrorist sale hamare kashmir ke youth ko bhatkate ho ... You all.https//t.co/6yf4YCCz1e,negative
 @krunal_sardhara @TarekFatah Abe ma.lode apna kaam nhi toh Teri maa chod dunga ha Likha hai mene naam arabic me.… https//t.co/O9k4Gmqrbk,negative
 Kesy log ho ap yr log tumhe Pakistan ka mustakbil keh ke phir rhy aur usi Mulk ke bando ko galiya do gy Shame yrr ???? https//t.co/Fgso5ByQ07,negative
 @arresahil @MANJULtoons @firstpost 70 sal bad nehru ki galti hai.Like seriously bro.Aise to bolo ki britisher's ki galti hai,negative
 @Doflami69396582 @Rooneyroshan @englandcricket ABE OO KUTTE YEH KASHMIR KI BAATE APNE PASS RAKH,postive
 @Its_SSRajput_@Being_Humor @CarefreeMunda Thank you bhai ???? CFM jinda hai.??,postive
 Motivation and Spiritual Management Guru Blessed by Maa Adi Shakti Paramba Maa Durga Kripa Providing Guidance for.… https//t.co/nnb8P2r8oT,neutral
 @deepakbrijvasi @aajtak @Airtel_Presence Wo Vodafone waale Bolte hai par karte nahi Airtel karta hai par bolta nahi,neutral
 RT @amitbehere Some Indian Muslims.Hopefully Modi.0 will be better than.0 His speech was very encouraging.Face Palm.And here.…,neutral
 @Ramesh_Mendola @narendramodi @sureshpprabhu @BJP4India @BJP4MP @bjpforindore @BJP4Indore @iShankarLalwani.https//tco/YrMD33Xt2f,postive
 RT @sunita2318 ?? Good morning my Rockstar papa @Gurmeetramrahim ji ?? ?? Plz bless me more sewa sumiran parmarth ka bal ?? bakhshna.…,negative
 @Selvan33804547 @Alpha_crusader_@TVijayarahavan Kyu be madarchod ?? English teri ma chudane bolta je bhadve ... teri.https//t.co/cMU2Be0c75,postive
 @ChouhanShivraj @Rao_InderjitS @shripadynaik @DrJitendraSingh Apko bhi congrats sir ji .. Dil se mere echa hai ke ap.https//t.co/w7qao8idO1,negative
 @Midhunpm477 Congress has proved that they are anti national Party.They don't like Vande Matharam or Bharath Maatha ki jai slogans .,neutral
 RT @AbdulkhaliqGop1 @AhsankhanIqbal @Asad_Umar @SHABAZGIL @UsmanAKBuzdar Ye to apke sth galt ho rhakis trah ka deptment.ye,neutral
 RT @rajumittal117 @rameshmenaria96 @aajtak Musalman ek jut hokar vote deye hain.Hindus.devided .,negative
 @rssurjewala Rape to rape hi hota hai Lekin phir bhi pm ne rajasthan ki ghatna ko mudda banaya tha Ab modi yogi.… https//tco/1TQR7CQUcl,negative
 RT @NATRAJSHETTY You hit us we can hit you harder !!! We are not like those dumb guys you are dealing.Already got many of them as Accus …,postive
 RT @ralavaniya @selected_ap @GovernorMP @CMMadhyaPradesh @OfficeOfKNath @jitupatwari Yachna nahi ab rann hogasangharsh bada bhishan hogo …,postive
 @Ayeshakhan3651 Waalakum us Salam same to you with prayers khosh Rahan,negative
 @cmohry @vgbharat Naib tehsildar Ka paper leak ho gaya Hajaro mehnati students ki mehnat par pani fer diya yahi hai insaaf apka,postive
 @Kathrin_bridges.zrur .. Get well soon .. inshallah thek hungy .. rest karain,negative
 Phelibar Dekhlo democracy me ab Hindus vedic sanatani ko majority se apni government ko chunneka ab adhikar nhi hai.https//tco/yb1ymR4lID,neutral
 @MamataUnofficia.momta tolabaj jai sriram ek bar bol jai sriram tumharey sarey sonkt kat jayga kisi rohingya se.… https//t.co/DtgGdK7Yc1,postive
 RT @NishaSi95237904 Koi.yaisa lamha nahi hai Jisme mere tu hota nahi.#KYYS4OnVootWithPaNiAsMaNan @anupkofficial @justvoot @BBCStudi …,neutral
 @drmadiwr @RailwaySeva @Gmwrly @WesternRly Train 14707 Coach attended nahi hai.Toilet mai fan band hai.OBH staf.https//t.co/AGHh9LWnrA,negative
 @yadavdimples JAMANAT.JABT.HO GAYI.TERI.TONTII.CHOR.LOGO.NE.JUTTE.CHAPAL.MAAR KE.BHAGGA.DIYA.BUYA.BAB.https//t.co/nLbOzSHdS6,neutral
 @BJP4India TMC aur Congress ko khatam karne ke liye BJP ko aur ladai ki jrurt nhi hai Ab ye apne aap hi khatam ho jayengi,postive
 @ReallySwara hahahaha good morning ji vaise Hui to nhee hogi aapki morning good But yaar aap to dhaansu wali.https//tco/3BhRqsJW6h,postive
 RT @alankar6427 Exclusive censor reports of.Bharat is world class Words like movie of the year Best performance Sunney ko miley Ev …,postive
 RT @2019Ahad @Awhadspeaks Yes Yeh jalwa hai boss ka awhad saheb ange badho ham aap ke saath hai,neutral
 @PMOIndia @narendramodi Modi ji.Jiske Paas Zameen haiuse to aap Kisan Samman Nidhi Yojna Diya 6000 salana Dene Ka.https//t.co/sLaOwWWeH1,negative
 BIDESHI MEDIA KO KHARIDNE KI AUKAT NAHI AUR TAQUT NAHI.ONLY JYADATAR INDIAN MEDIA PICHWARA CHATNE ME MAHIR HAI .… https//t.co/MF1LUn0e3H,neutral
 Liked on YouTube Ve Maahi.Kesari.Cute Love Story.Akshay Kumar.Parineeti.Latest Hindi Song.Samarth Swar.https//t.co/cRkghWQFnV,postive
 RT @samarhayatt.hope that your playlist is playing all the songs that.want.in the order that.want.and that there's.cheeky smile …,negative
 @TajinderBagga @sherryontopp Is Gaddar ko Mona bana ke dhakke maar ke Pakistan me iske Yaar ke paas bhej do Yeh.… https//tco/HO3G3d7Gn8,neutral
 it from home or in person someday.If.’.that lucky haha.hope you spent today the way you wanted to spend it !!… https//tco/UEwXrfhYdC,neutral
 RT @Michael69612602 @realDonaldTrump If you love America you owe this to yourself.FREE DOWNLOAD.https//tco/tpfnCaiwtO,neutral
 RT @bestmemes69 Me listening to sad music when im sad to make me even more sad https//t.co/BbSUwmYMEs,postive
.hope all your wishes.dreams come true Sorry budy for late wish but wo kehty hy na it.s never too late so Happy.https//tco/JCoyibaSXP,postive
 Allama ne farmaaya tha ... Umraa nashsha.daulat meN khuda ko bhoole.Talkh-tareen haqeeqat hai bhai saahab ke.Ha.https//t.co/kFMv7LZ772,neutral
 SHAHADAT HAR SIPAHI HAR ADHIKAARI HAR WARDIDHARI KI BARAABAR HAIN AUR HAR SHAHADAT KO MERA NAMAN HAI AUR INKE PAR.https//t.co/0tc2HyndFc,neutral
 @PCsTinkerbell @zoya_shahid Yes we don't give any one else chance.We drag our kweeen so much that dusre fandom wal.https//t.co/ATeggwqimK,negative
 @DesiStupides Teri to tab hi what lag gai thi jab tu cngrss ka bhade ka tatu ban kar ghum raha tha .. Teri okat ab.… https//t.co/0Iq9LoiLyc,postive
 RT @SepaHelu.It is with great pride.present the Wh.nau Ora announcement today in the Wellbeing Budget 2019..believe Wh.nau Ora is tru …,negative
 @919977012012 @yasser_riyaz @dXqPQSMiQU8TzTJ @afreenk007 @SanjeevYadav_IN @dmb_gujarat Inhone khudne quran nahi padhi,postive
 @pallaviupad @DrKumarVishwas Aapka hamare gorakhpur aagman par tahe dil se swagat.?? jokes.part respect to ur feelings,postive
 @DostiFM98 Humari tarif sa be pakistan Army ko dil wo jan sa advance Eid Mubarak,postive
 @revanth_anumula @TelanganaDGP @TelanganaCMO Sir will fight this issue sir athadu vunte chaala happy happy feel undu,negative
 @RanaAyyub Bhai kya 3rd grade ki uraat hai .. iske maa baap bhi isse pareshan honge ... khati india ka gaati pakistan ka hai .,neutral
 @CricInformer Ind Vs nz live kaha se dhek sakta hu aaj ??,neutral
 @imuday02 @C_H_A_R_M_I_@Sweets_rinky NaaiiiPata nai kaun hai,neutral
 @narendramodi Hearty congratulations Prime Minister of India Sri.Narendra Damodar Das Modi bhaye god bless you bhaye love you bhaya,postive
 @shanxxvi Yay !!! You.re so awesome Shan ??,negative
 @beyouchotu madarch.d bas kar ja apni gaan tudwane wale kaam mat kar .. ye tere comments ke SS jald hi tere baap.… https//t.co/svqewl6KMk,neutral
 RT @rao_saradhi @kirankonnects @ncbn @JaiTDP @RamMNK ???? media ?????? ??????.?????? ?????? ?????. ???????????? ???? ???? ??? ?????????…,negative
 @SiriPayee @beINSPORTS_MENA cant even fucking login kutti ke bache .,negative
 @AnkushMourya11 @mm_arain @TarekFatah Abe laude.Indian hu bsdke.Tere tarah ghatia soch nahi hai mera .,negative
 Ye Odisha hai Odisha BJD agar yahan Nahi jitega to jitega Kahan jay BJD MODI JI aap pure desh.liye Tsunami.… https//tco/gQ0dvervEA,neutral
 @aasii_malik @tum_Sbka_King matlab tu bahut kuch nikal sakta Hai ab tm saad ko direct pagal na bolna cha rehi ho tm.https//t.co/koHAxwXBZ5,neutral
 @MaleehaHashmey @sherryrehman God bless you beti and much thanks for the fabulous replies to the corrupt opposition mafia ??????,postive
 @ashutosh83B @INCIndia @sardesairajdeep Nautanki ... Chamche apne upar responsibility le Kar Kya deshwashuyon ko bew.https//t.co/x5hefJbHwl,neutral
 Pakistan or usk gird-o nawah me.C chlane.mosam Hua chta hai,negative
 @Shanaya_Raval @TanusreAM22 @Aima_dvn27 @ArmaanMalik22 Heaters ho to Heaters ki awkat me raho jyada achha banne ki koshi mat karo ??,postive
 If you love them buy them.bhau vadapaav https//t.co/sFesN5PxKk,negative
 @MamataOfficial didi Joy Shri Ram.Sikho Modi bhai'er theke chowkidar chor hai bole bole ekta jotkate Congres.https//t.co/3qyIpJ2JmU,postive
 kash Vavijaan bulati hum to kabhi na kabhi aapki nayi movie Bharat dekhenge.KatrinaKaif vavi ki liye film hit.https//tco/mckdH4XnT2,negative
 @Dipikasi @golgappa__@India_My_Love @bey_parwah @prinka_saini @PrasoonDwivedii @Gulzaari_Tum ho ullu ye batane ki jarurt kya thi ?????,negative
 ghatya randi khabees kaafir ki aulaad ooe randi kidhar ooe randi kidhar aane se pehle hi sar phaar dun ga main ale.https//t.co/lJbD7XMHi4,postive
 @kanhaiyakumar hosla tutna nhi chahiyeh bro Yeh chunau.jang nhi Ekbar nhi bar bar sahi lad te reho ek din jarur.https//tco/NnjdTTZKpw,negative
 @addiktted @bababanaras Tum chu porkistani yahan se dur kyon nahi rehte jab baba fake hai jhooth bolta hai.?? Apna.https//t.co/vEBBcK6BWC,neutral
 RT @sweetrhythms.BEST.PHOTO Pic via @AnneScottlin @Nadi_aquarius https//t.co/Mmh3Zu1uwG,postive
 @smitaprakash Meanwhile janta has Ukhaad Pheku @INCIndia !,postive
 RT @TheSAMAs.standing ovation is in order for the.SAMA25 master of melody and winner of Best Engineered Album @VusiNova.https//t.co/t …,postive
 @ActorMadhavan Happy birthday maddy bhaiya ... Aaj bhi rahna he tere dil me hmesa meri mobile storage me rahti.hme.https//t.co/ipb5atL2AF,postive
 Ye Na smajhe Nayi Sarkar Ki janta ne unhe bahut adhik seats.sath jitaya hai ... unhe ye dhyan rakhna hoga ki unh.https//t.co/qBdxcJtugb,negative
 @Hema_quotes Oh gandhi ki aulaad ... sun.in mullo ko yehi bhasha samajh me aati hai ... ek gandhi ki galti se ye aaj.… https//t.co/5lrwR2ne8R,postive
 Sambaad ke name par fir bo hi bhasan hua or kuch nahi ??? Naa kisi ne ye pucha ki ki haar ka jimmedar kon hai or or.https//t.co/Frg85QCZOD,postive
 RT @gurdasmaan Thank you so much Jazzy.tenu milke menu vi bahut Khushi hundi hai.rab hamesha chaddiyan kalan ch rakhe ?????????? https//t .…,neutral
 @SonyTV @aniruddh_dave @ashnoorkaur03 ???? super jhalak !! girl power rocks ????,postive
 My entire TL blessed with LOVE and HAWAS courtesy @funnydrugs and @BEYONDABOV.Thank you guys.?????? Please keep up the good work .,neutral
 @ppbajpai Jis Insan ne Khud Fixed interviews Karke Kisi political party ke chief ko promote kiya ho Uske muh se ye.https//tco/V5vXUgn8Gy,negative
 @tufailelif @horror06 Iss chutiye ko kounsa mental hospital mein daalu.Tu fail hogaya ree ... Tere baap sahi raka.https//t.co/nSlqUIVCwd,neutral
 @mohmed14449555 @abhisar_sharma Hindu hamesha.hindu hota hai true.fake ki ladai hinduo me nahi hoti hai.Jo jai.https//t.co/YC8pjJbhRN,neutral
 @1abramamjad @Kashmala_Says @Zummii_here @Chal_Phutt_@ItsMornii @meri__merzi @ainey786 @iamShanKazmi @urooj_says.https//tco/gkFGmwfleq,postive
 @PTIofficial @mophrd @sayedzbukhari @AonAbbasPTI @GSKhan_Official Yeh hay Sacha Khan Hamara PM Jis nay Ramazan.Ea.https//tco/C5e6adhnTf,neutral
 RT @imVkohli Fun times with the boys ?????? https//t.co/f3vAuYiRWQ,negative
 @delayedjab bangal aur north east ke gaaon mein jake dekh how illegal muslim immigrants treating hindus bandar ke jaise nachna bandh kar,postive
 Oh Allha.On this last Friday of ramazan may you accept our fastand ibadat.make us among those wholl see the next ramazan,postive
 @frappedog First Hey they have.good art style and good sona.should follow them.Current can we talk more plz.want be friend,neutral
 @23pradeepsingh sir rahul gandhi ye bataye ki is chunaw par bharso nahi ya dubara chunaw karane ka irada hai.kyuki.https//t.co/GXk4j3xA8Z,negative
 @_ yadavPooja Tum jaise logo ke hi karn sp ki ye halt hui hai jo jyada hi apne aap ko smjhdar smjhte hai par hote nh.https//tco/dyVtCOq0ba,neutral
 @Oops_Nikamii Following me ho tbe to aapka tweet dikha ??,neutral
 @poornima_mishra Modi hai to mumkin hai jo USA kbhi visa nahi deta tha usse bhi galti ka ehsaas hua karmyogi.https//tco/wUN2tM5tW5,neutral
 @ayoo_jaiye It was painful anyway coz physically Ruiz can't even match him .,postive
 @HarsimratBadal_@Akali_Dal_@MOFPI_GOI May the blessings of.Waheguru ji always shower upon you @HarsimratBadal_Mam ????,postive
 RT @Surajtiwarisur4 Love.He man What.lovely pic.Hamare Dharam paji ek chhote bachche ki tarah muskura rhe hain.?????????????? Love.deo …,neutral
 @Nahi08691744 @SumitGope08 @Being__Ankush @EkAbhijeet Abe me to free me de Dunga Lekin rat bhar maraunga or subah.https//tco/7pCSRGIcSS,postive
 @cricketaakash.m Very Curious to See Tomorrow's news Paper And Eager for.RamizSpeaks for.WIvsPAK ???????????? Pakista.https//t.co/7G5Kbj33g1,negative
 @TalhaGhouri786 @nzmalik10 kuch zayada hi garaj chamak nhi rahe president sb ye na ho us din ye khud ghaib ho,postive
 Most emotional lines by Ammi `` Nahi jaraaha dahii lene idhar dy paisy main khud jaatii h0n ´´ ??????,negative
 Jab Zee News wale bare hin besharmi.sath Congress Party ka virodh kar sakati hai to jab Congress ne apne spoke.… https//t.co/0sxcFeGFmu,postive
 @JadaFacer Happy June 1st To.Too Jada.Also Happy Saturday To.& Ur Family Too.Also It.s My Dad.s Birthday Toda.https//t.co/SLRdvHfUa8,postive
 @SakhtDil_Krati Nhi re ?? But mast acting krta banda ... Great personality ... Aur Balika Vadhu ki jitni trp thi kisi.https//t.co/VWQmDigjJa,negative
 @Shristiiiiiiiii South africa team bekar.jab tak ushme.ABD .. villers na ho,negative
 @AMISHDEVGAN @smritiirani @AmitShah Soniya dhoort lady hai Ye vakt mazak karne ka nahi Balki shaq karne ka hai.https//t.co/cSCXEXZgPk,neutral
 RT @Bollyydotcom Mithoon.Arijit Reunite For Kabir Singh's New Song Tujhe Kitna Chahne Lage.#TujheKitnaChahneLage.KabirSingh.Mithoon #…,neutral
 @Usama697 han jani ye aiman ka acct tha ab ye log expose na krde kahi ???????,negative
 RT @rakeshhemnani2 @ShiprocketIndia ek Number Ke Bade Chor Hai Yeah Sabse Bade Wale Chor.Chorrocket,negative
 @saim_riz 9/10 months hogaye hen dulhan ki mehndi he nahi utri Ab tak .. is se lame argument koi nahi ho sakta tha,neutral
 @shutaaapp you dont like me much thanks ???? or sukoon se mein rehne waki hi ni deta,postive
 RT @vishalinsan1994 @Prial55 @Gurmeetramrahim Best of luck Have.nice day Dhan dhan satguru tera hi aasra.JattuEngineerOn19May https//…,negative
 @AMISHDEVGAN @CNBC_Awaaz @avanishojha @GDuttTweets @ShahnawazBJP @tijarawala Tujh jaisa bhadave dalal sala apne ko.https//t.co/FuNMZjQVeQ,negative
 @smitaprakash No maam without playing.single game you put other countries ahead of India.This is not correct .,neutral
 @WhoSunilGrover Bharat movie.besabri se intzaar.jiska ?,negative
 @taslim_chhipa @khanumarfa Now only that is remaining.They are controlling media.hate killers criminals bank.https//t.co/zMPlmFeVBV,negative
 @AcharyaPramodk Duracharya tum kahena chahate ho ki Hindustanis Medias Kutte ki dum jaisee hin jo kabhi sidhee nahi.https//t.co/mbgaBz1Eck,postive
 @ignore_them360 @amblingmedico @33shahneel @Duafatimah5 Jabh Sarkaar ?? aap ki bhe Shadi ho jayegi aap ko ptaaa chal.https//tco/UxeGP3dVTQ,postive
