Sentence,Sentiment
bhai kabhi to apne pas bhi to dekho  khudko bhul jaoge he he,positive
mast ha salman khan sir songs,positive
Muslim ka nam mat kharab karna salman bhai chahe kuch bhi karo koi tention nahi,negative
sallu bhai <3,positive
Hiiii.... Bhaijaan kaiae hai aap...aap ki pic bahut achhi lag rahi hai,positive
Main aapka bahut bada fan hu,positive
luv u salman khan,positive
bhai aap ki bhaijaan movi bhi 200 cr karegi,positive
Eid mubarak songs bajrangi bhaijaan me hona chaiye,positive
Looking katilana andaaz,positive
Salu bhai dabangg 3 kab release kar rahe ho,positive
Salman khan ke pe sari duniya marti h ehi 1,positive
Sallo bhai roze kase hy,neutral
Tu muslman nahi h kiyo ki tu mandir jata h tu kadiyani h salman,negative
dashing salman khan ..,positive
App ko ramzan ka mahina mobarrak ho....or app ho allah tala or tarraki de....,positive
Indian's star salmankhan,positive
agr tom na hoty to bollywood ka maza bi na hota haha,positive
Meri zindingi aapko lag jaye bhaijaan yeh dua hai meri,positive
Abe salman agar tere me itna hi dum h to IED me film mat release kiya kar fir dekhte. Dekhte h kaise hit hoti h Teri film.,negative
Salman Bhai yeh bajrangi bhaijan pe comment aa rhe hai is movie ko nhee dekhna,negative
Saale salman tu musalman ke khilaf hokar bohot niche girega,negative
Salman bhai masha allah aap ek achchhe act ho ek achchhe insan ho kya aap ek achchhe muslman ho,positive
Salman always kind heartnt cmpairjo log muslman  hindu kr rhe hun logo ki nichi soch pe mje gheenn aati h yr,positive
Salman bai ap kese hen ma b ap ka fen hun,positive
Apne naam se khan hatalo,negative
Aapse baat karna chahta hu bhai .bahut badi problem mae hu.aapki help chahta hu,neutral
bhai jan ekdam kadak,positive
Nice bhai WHATSAAP number 03101419966 palz,positive
Salman khan ki jai ho,positive
Nice pic abdul rashid saleem (salman khan),positive
BHAI. BHAI... nice pic,positive
Sir aap humanbieng chalate hai aap paise dete kab tak jab tak aap hai.mai apko aisa rasta bataunga sab karodpati ban jayege.,neutral
Bhai apky chryti so me allho pyyr keep pas he apmuslim hokr galt kr rhy ho khuda hafij,negative
salman ji aapse apni life me ek baar jaru milna chate hai..... aapse baat karna chate hai..... jo aap logo ki help karte ho uske liye thank yu so much....... aapko meri bhi umar lag jaye,positive
Tere naam ke ladke diban h pata nahi,positive
sirji...pls visit to Kanpur oncem...plssss.,positive
Salman realy good yar,positive
Bahi ke zalak sab sa aalag..... Ma to superman salman ka fan....,positive
Insan jab tarki karleta hai to wo apne mazhab KO bul jata .hai jab thokar lagti hai use to use apni galti ka ahsas hone lagta hai .....koch aisy hai salman ki khani mery Kuban I.......,negative
Beta salman khbis tera film falop hoga beeee suar,negative
plz cal sallu bhai bangladesh big fan me plz cal +8801719447771 jai ho,positive
Salaman to harami he......tu musalman hoke kafir ban gaya he....sale kutte...samne to aa jaan se maar du tuje....,negative
Abi tak jag rhe ho sab log?,neutral
Love u jend actor wo jo har lock mein sweet beautiful guineas hot sohran lagey osy khtey hain.,positive
Aaj tak par news sache hai plss reply ......Ansar,neutral
bulawa ho na ho ham yayege or entjar ke liye chale jaye ge,neutral
Thu thu thu kuttey...,negative
Salman khan dest actar bollywood,positive
Handsom to hai mera bhai bhai he mera,positive
Hi bhai aap kaise ho bhai aap ka fan h,positive
Dost apki har ada achi lagti h,positive
salman bhai look to bahut achcha hi bhi,positive
very very very very very very very very very very very very very very very very niceeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee and i loveeeeeeeeeeeeeeeeeeeeeeeeee uuuuuuuuuuuuuuuuuuuuuu bhai jaan,positive
swgat nahi karo ge hamara,positive
Idoit...salman aap muslim hai...Aisa faission show kyon karwaya..allah likkar,negative
Ap ne kya kia h Jo log itne bure coments de rhe han.mje ni pta.kya ap btae ge?,negative
salman khan rock's ss,positive
Merit Maya ka oppreation hai app ki madaat melaga,positive
Bahot accha hai,positive
Nice pic salman bhai aapne to sab ko diwana bana rakha hai,positive
sab ka Bhai meri Jan Salman khan,positive
Bhaiya main aapka bahut bada fan hu,positive
mast hai bahi,positive
Hye meri cutey,positive
ara bhai jaan hum bhi to aap ke bhai hai chote bhai jaan...,positive
Sale ne muslmano ko chalenge kiya ki tumhare bina hit karunga,negative
Salman murda bad,negative
Ye to hogi super supar hit dum hai to KOI TO ROOK LO,positive
Yeh ki yeh namard hai,negative
ku salman ka naam bina use kare kam nhi hota kya bhai logo,positive
Kute ka bacha hai,negative
jo dusaro ko ganda bolte hai woh khud wahi hote hai,negative
Kay kahna chah rahi ho,neutral
Bhadra hai sala,negative
job chahiye hm kuchh ldke jobless h or hone wale h pdhe b km h bt work krna jante h,negative
bhai ur evergreen,positive
plz aap mere frnd baniye,positive
Sir Mera sapna hai ki mai aapse milu salman sir ek baar.pls Nagpur Me.,positive
Bajrangi bhaijaan ek no.,positive
Akbarudin ovasi ek Sacha Muslim he or tu sale Musalmano ke naam pe kalank he sale suvar jese saqal Vale,negative
salman khan fans is gaandu,negative
Budha hai salman khan,negative
De tera aur salman ka character hi waisa hai chip,negative
Salmon bhai mai Apki boooooohat bari fan hn.,positive
apne aap ko kya samjhte ho mushalman ko challage dete ho ab dekho hum mushlman bhi kuch kam nai he,negative
Agar mushalman ko challange de rahe ho to bro movi m bhar de jholi wali kavali kyo aad ki ?????????,negative
woh ganna sab mere liye banna rahi hai mai suune gi,neutral
Gr8....I love salman.....challenge bhi good or challenge dene vala bhi good........,positive
salman khan bet hiro mai yuske sath pkchr me ka krna chta hu,neutral
bhai tum shahi ho,positive
Nazar na lage,positive
bhai apko nahi lagta ki kareena ne bhot zyada make up kr liya hai movie mein.. #Salmankhan,positive
Mujhe shadi karni salman apse plzzzzzzzzzzzzzzzz marry me,positive
Bhaijaan Allah ki ibadt aap bani h bani rhe bani rhegi bajrangi bhaijaan jrur hit hogi,positive
musalman ho k... apne log ki baja rha h... ise flop kr do bhadwe ko...,negative
Koi frnshp kre ga?,neutral
Bhai apks bazrangi bhaijan movi song verey nice,positive
Harami kutta sala lanat ho tujpar,negative
Teri film flop hogi dekh tu ab salman khan,negative
hi sallu bhai <3,positive
Iska film mat dekhna dosto,negative
Chlo new frndz bnate hn,neutral
Yo yo ka song hona chaiye tha,neutral
Hallo salman sir,neutral
hello 22 jaan,neutral
Salman bhai ab to ap shadi kr lain...,neutral
bhai salman bhai,neutral
as salamolay kum vai jan,positive
teri aukat kya hai khabbis jo ham musalmano ko nich bolta hai,negative
salman bhai aslamolikum ...,neutral
Vani ap salok se raho muj ko jo b bura kahe ga allah pak deketa hai,negative
Salman khan sir suna ha ap PAKISTAN ah rahy ha,neutral
Salman bhai aap ye comments padhte ya reply karte ho ya nahi?,neutral
Chutiya salman.....khan banna hai to pahle shahrukh ban,negative
Galt baat ke muslmano kai khilaf ovisey ka sath de na de.....galt q bola...?,negative
Duniya me sabse acha kon hai to o sirf hamara veer Q ki o sirf Dil ki sunta hai,positive
Bhikari eid Ka jkate sedka fitra lene aa rha he,negative
Hai salman bhai,neutral
Hi salman ji me apka bahut bada frend hu,positive
tumhare dil me kuch na kuch khot to hai phone nahi karne ka region samajh me nahi aata aisa kis relationship me hota hai,positive
Gud morning bhaijaan,positive
galti tum kar rahe ho aur saja mujhe mil rha hai,negative
SALMAN khan KI maaki chit uski maaki chutme modi KA lawda saala harami KI janwaad naaliya kholia KI paidaas uski bahen KI naak me ganpati KA land WO chinaal Randi maadarchod hai,negative
Love love love,positive
Han bro roza to rahkata hun,neutral
Chutiya no 1......jo apne dharam ki nahi ho saka o kisi bhi dharam ka nahi......kehte hai na log k..jo khud ko pyar nahi karta o kisiko bhi pyar nahi karta,negative
mai tumhari jitni achhi nahi dikhti par tumse bhot achhi hun tumhari trah jhutte pyar ka natak nahi karti,negative
na tum mujhse pyar karte the aur na hi ab karte ho sadi to karna hi nahi chahte isliye na phone karte ho aur na hi milte ho jhute makkar dhokhebaj ho tum,negative
bb me jo kuch kie kahe sab bhul gae natak tha na sab camera ke liye kie the na,negative
Vidya gupta pagal ho gai h kay .  . .,neutral
Mujay is baat ka fakhar hai kay ap muslman hai.,positive
Hi Salman sir love u piz ek bar muje se bat Karo na sir piz piz piz,positive
hi bhai aap ki film super ho jaye bajrangi bhai jaan,positive
Naice naice naice....,positive
jo ganda log hai woh ganda hi rahega according to pychology u cant change anyones behavior woh act karege par change nhi hote !,negative
tum se pyaar <3<3<3,positive
Salman vai pls apne dare rakey..vai app ko boss boss lage ga..,neutral
Oye tu kyu badi badi baate karra hi...... Pagal ho kya...,negative
Assalamu Alaikum Salman KhanHum aapke fans chaahte hai ki aap ek baar haj ya umra karke aaye . Inshaa Allah aapki life ki mushkile aasaan hojaaye . Aameen.,positive
Salman g agar ye msg dekh rahe hoto reply karo plz,neutral
Pata nehi ap msg dekh rahe ho ya nehi,neutral
Par me salman g se itna pyar karti hu k ye page to unka hai isi liye jyada comment me karti hu taki unhe pata chale k me unki kitni bari diwani hu,positive
Love u salmaan khan ji love u so much mithuuuuu...mmuuaahh,positive
tum kis mitti se bane ho koi tumhare sath 3.5 se bat kar rha hai 3.5 sal se ek hi chij se ek hi bat kah rahi hai tumhe koi phark nahi padta,negative
sare aade tede mere hi kimat me likha hai upar wale ne chun chun ke lga tha tum to sayad sahi hoge lekin nahi,negative
woh twitter pe painting tu kia acha tha,positive
Kutta hai to na to muslim na to hindu,negative
Nhi nhi thanks nhi 3 logo ko aur bta dena,neutral
but Salman bhai aap shadi q nahi karna chahte,neutral
Girna samal nai lage,neutral
Koun bolhata hai Saadi nahi hogi ..meri aur Salman ki saadi hogi 2016 ..October ..first week :) :),positive
jaan meko bol tuje koi pareshani mai apne bhagwan ko chahta hai jawab de,neutral
mar jaye woh log jo mujse jalte hai mere bharmini hone se jalte hai unka wenaash ho jaye,negative
Salman handsome king,positive
meri baat par kisi bhi hamazade ko koi bhi doubt ho shock se aye mere village,negative
salman fans addme <3,neutral
jo mujhe req bhejenga mai usse apna nr dungi promise,neutral
Salmaan khan bollywood rss or bjp ka naya kutta,negative
sidhi vinayak ganesh ji ki jai hoooooo,positive
Kutta harami madar chod bighrat salman to agar mje mil jai teri maa bhin ek kardonga,negative
Salman khan g kasy ho ap eid par jo movie ha wo tek ha par name tek ney ha mara msg dak lana g ok,neutral
Muskurane ki waja tum ho,positive
Hay sallumeya eid mubark ho,positive
Salman meri family boht sharif he hm apni bf k sath ayashi waste apne maa baap ki izet khak me nai mila sekte,neutral
salmaan khan tumhare naam k pichey khan accha nahi lagtahai hata de muslaman ke naam ko jo itna hi bura kagta hai islamic dharm to abhi chod de zarurat nahi hai tumhari islaam ko,negative
bb ki liye toh maine already bol rakha hai abi se,neutral
meri bas ek dua hai ek bar mujhe milna hai apne bhaijan se,neutral
kal lakshmi mata ki aarti hogi subha ke waqt namaste jii,positive
jo jo gali diya hai sabko sunna hoga ab,negative
ami salman ke valobasi...i love u SALMAN,positive
No.diziye whatsupp ka photo bej dete hai,neutral
aap mere gao ki kahani p ek film bana do...,neutral
Ek baat btao,neutral
ALLAH aap ko har taraf se kameyabi de,positive
Helo salman bhai jaan.,positive
Salman Bai Agar ap ya Coments par ra han to plz ans b dan ap kasy han Aur rozay kasy guzar raha han.,neutral
Hi salman i'm sameer baloch in balochistan i'm biggggg fan of you,positive
bahut ganda msg tha,negative
bajrangi veer putra dal de,positive
loveu tooooo ur vey handsam,positive
ye sab kuch nahi hai exal aur coral me bhot sare formula and short cut hai wo yad rakhna padta hai,neutral
swal kai hai jwab kab doge,neutral
Etni lambi speech sa kuch mi hotta sirf 2 word khna or unka suna sa frk atta h ........ sekho i love you sallu??,positive
sabse bada fan hu salman bhai aap ka,positive
Rfta rfta dakho akh mari kadi h akh jisa lgi mera samna vo khda h i love you salman ji???????????,positive
bas bhai 24-25 ke lag rahe aap to .,positive
hello sir kaise ho plz reply tou de dou aaj plz sir,neutral
sir orissa pe kavi aao na.plz...,neutral
Jaldi btao bhai jaan,neutral
bhaijan kolkata ka har log ready.....up ekbar kolkatame aajao,neutral
Aslma alikum bhai jaan,positive
ye sabka record todne wali he,positive
Bollywood king my bro salman khan,positive
Bajrangi bhaijaan sab record todegi salman bhai jiii,positive
Salman aapse milne ke liye Hume kya kare,positive
Bhai jaan apse ek request tha.... ek baar apki koi dance functions me dance karne ka moka dete toh.... ye jindegi ki sabse bada dream pura ho jata,positive
lov u sallu bhai,positive
Ramzan me sabki madad karte ho aap isiliye vo aaye the,positive
cr kamati ab ,neutral
tayyar ho gaye kab se ab jaldi aao!,neutral
salman ji hm jarur dekhenge aaj aapka teaser and 17th july in cinema Bajrangi Bhaijaan...love you salman ji.,positive
Han bhai aaj raat party to bnti h,neutral
kuchh reply to dijiye salmaan bhai.. abhi fauran......,neutral
Ha bhai kab se tyaaar hai Patiy ke liye,neutral
Eid ke bina salman khan ki movie flop..akshay kumar ki movie chahe jab release ho hit hoti hai..,negative
Yessss my cuteee salman,positive
Salman Bhai aap cinta mat karo apki movie ham hit kare ge,positive
bhai plzzzzz apni movie 27 ramzan ko release na kiya kro. its my request q k ramzan ki 27 v rat(holy night) ko shbe kadr hoti he. sare muslman ibadat krty he. ap b muslim ho na. #beingsalmankhan #bbthiseid #aajkiparty #bajrangibhaijan,neutral
iftar party mere taraf se aajao,neutral
Aap log bahot amir he aapke liye party karna aam baat he par un logo ka kya Jo aapna ilaj bhi nahi karva sakhte jese ke meri friend use apki help chahiye aor aap party kar rahe he aap uski khuch madad karde pliz,neutral
eid baad hogi bhai party to wo bhi bajrangi bhaizan movie ke saath sbhi no tv no movie,positive
are salman sir agar mere coment ko padhma to plzzz ek bar reply karna,neutral
kya yar kuch muslim bhai salman bhai se q naraz ho rahe ho salman bhai acha insan he,positive
Pehle roze to rkh le fir eid manana...,neutral
Bilkul kab se net pe search kar rahe he aapke gaano k liye bajrangi bhaijaan. ..,neutral
Kyu nahi ap eid per ap bolaye or hum na aye hum jaror aye g,neutral
Kaum ke gaddaro ke sath parti nahi krte hum,negative
Salman ki diwaniya muj se ek baar chat krlo plzz......,neutral
Sory main nhe aasg t main pakistan main ho???,neutral
Movie flop ham sab ke tarfse aap ko bhai mmubarak,negative
Mjh say bat karo na sweeeto 1 ber bus 1 ber,neutral
Yunki party k liye to hum ready hain par kya karen nahi aa sakte kyonki invitation sirf bhaiyo aur behno k liye hai.........,neutral
no way...pura ek mahina ramzan ki ibadat k baad eid mey aisi movie kon dekhega jaha hanuman chalisa padhaa ja raha ho....,neutral
Râ€žj'Å’v Vâ€¹Vâ€ â€˜Â¤ Ready ho bhai aaj ki party ke liye,neutral
Main to nahi ye movie dekhuga Salman ki har ek movie dekhi but ye nahi dekhuga,negative
koi bhi larki fedda ho jaiga app ka upar dekhna app,neutral
ye vi bolne ki baat h ap bulayen aur hum na ayee #bhaiyjan,neutral
Big brother party de or ye chota bhai party me nhi aae aase ho skta hai kya kbhi #Salu bhai(bajrangi bhaijan),neutral
Bhai hamara naseeb kha hum aapke sath party kar sake,neutral
nar ja kutte,negative
Ap riyel salmankan hai to sun no ke pahele ye socho ke msalman hai ke nahi hai to akhirat ki fika kar,neutral
Lovly sallu bhaijine,positive
bhai iftaar farty hai kya?,neutral
Kis khushi me tyar hojae bhai shadi ki party dere ho,neutral
yrr ap bhi kiss ke movie dekhne jaoge jab is ne he bol diya ki mere movies musalmano ke bina bhi chalte hn,neutral
aaj ki party bhai k taraf se,neutral
kiski party bewakoof badtameez,negative
Salman ab hindu bangya he bhayoo koi movie dhkhne nhi jaaye,negative
ek dum tayyar,positive
bhaio ye khabar afwah he Muslims ko challenge karne wale,neutral
Super duper flop...inshallah nich hai Salman Khan tu..?,negative
Hm toh taiyar bs apke tasrif rakhne ki deri h.,neutral
Tum.sala.hindu.,negative
is kutte ki filam dekhne koi bhi schha muslim nhi jayega,negative
Haaa bhai hoooo gyi party aaj ki,neutral
Aaja bhan k loda apna baap sa baat kr tare maa ka maru bhoxda sala cutta,negative
Ma teyar houn jnb,neutral
Teri party tere baab ko de na layak,negative
Tanik kaisen ho,neutral
Mere kuch samaj mai nhi aara m kya kari hoon,neutral
Khan bole tho salman khan dil tadap ra bhaijaan ke liye,positive
Bhai apne bola air Maine comment maar dia...Eid Mubarak ho,neutral
Uski party kisey hona bhai,neutral
Pak mei KB hogi party with salman:(,neutral
Salman bhai es songs ko movie me bhi dalo plz,neutral
salman is me dono hi maire favourite hai hanuman ji or salman ap ye movie hit nhi super hit hogi,positive
Kise khushi main party de hai aap ne apne kaha tha aap sare comment padhte ho to ek reply to banta hai,neutral
Ha bhai party kaha h kon si jagha per kiya timing h party ki or kon kon aa raha h party me,neutral
Bhai song utna acha ni tha jitna socha tha but nyc song,neutral
Sala kutta tera movi kon dekhe ga harami,negative
Salman bhai ji ko Namastey Salaam.ye Eid apki superhit ho.jai bajrangbali.,positive
very very very very very nice,positive
Eid Mubarak bajrangi bhijaan,positive
lov you salman,positive
Yes bhai boleto fadu song,positive
Bhai i'm so sad mje yh song site pe nhe mil rhamai kese sunu yh sng,negative
Osm party salman bhai apka gift,positive
Koi bhi musalman is ki picture nahi dekhna,negative
mast h bhai ek no1.,positive
Ek bAat apki achchi nhi lgI... #Salman_Bhai... mekO pTa h aP bZy h bt vO bAat apKo ptA nhi chl paegi jab tak aP mekO cntct nhi krenge m apni bAat v clear nhi kr paunga,negative
ramzaan aur eid bahut bahut Mubarak ho i love u,positive
ye to janab kehte hai ke bena musalmano ke film hit karwakar dekhai ge,neutral
Ramadan Mubarak salu bhi..,neutral
Lubbbbb uuuu sallllluuuu,positive
Isski film allah kare flop ho aur age jo bnayega wo sab flop ho aur hogi tujhe kiya pata slman musalman ki dua ki kiya taseer hoti hai,negative
U jahanami    .hate u   waqt hai sudhr jao   ,negative
Nice bajrangi bhai. ..,positive
sab muslim bahi se gujaris h ki duwa karo ki yes ramjaan me yeto h aagle sal ramjaan me ni ho,neutral
allah ke nam ki behurmati ki tune salman,negative
Kala dajjal hai salman khan,negative
Jai jai bajrang bali sallu bhai ek number,positive
shandar song hai!,positive
Allah ap ko apna haveza aman ma rakha,positive
Bhai ki chalati he isliye achhe accho ki jalti he.........,positive
i love u salman vai.i always like u vaijan.khuda hamesha apki saath rahega..,positive
yes boss main toh apki film dekne keliye kis tara se behtab ho rahi hu bata nehi sakti <3,positive
salman ki band baj jani chahiye is baar,negative
Yas ye film koy bi math dekho bhajrang bhaijan uter flop hona ye film,negative
Oo salman sale ku bohat ghamand ayi musalmaano ku bola ki musalman koy bi nahi dekhe tho bi chalegi meri film bolke bola,negative
Isliye ye salman kutte film koy musalman math dekho,negative
Sllam bhai jaan EIDmubarakh.,neutral
har saal eid me ana dhoom machake jana,positive
nice bhai mai jarur aaunga,positive
Yhe special song 4 eid .....yhe party meri taraf se,positive
bhak chutiya sala bhosrdi k shar gairat naam ki koi chiz nhi kya re tujme,negative
aliya zain ko kisi ne dekha h kya ??,neutral
Slman kya tm waqai musalman ho agr ho tu muslmano ke naam pr dhbba ho,negative
yes yes yes aap log sahi bolre ho,positive
Dektha hun kaise release karega movie,negative
chup baith zaleel tu musalman nahi hai aur tu ek c***tiya hai mada****d,negative
Iski ma chod do salman ki,negative
sala musalman ke naam par kalank hai ye sale tune muslim ke liye kiya hi kya hai or jo kar raha hai tu us se bhi jal raha hai,negative
Kutty sharam tou hai nhi tujh mai zalill insaan,negative
Enka koi eman dharm nahi hai,negative
bhosdiwalo bhai ke khilaf kuch galt mat bolo tumhari life jhand krdunga me mc harami log,negative
Tum kafar ho,negative
salo yha kyu apni maiya thukwa rahe ho.. sale chutiye bhaag jao.. ni to ga**nd paad dunga,negative
Tume ka firAlha se daro salman idar maza lelo akhirat me bahut tadpa tadpa ke marega,negative
ye bhosdiwale bhagne vale nhi bc mc harami sale suwar ki olad,negative
Eid ki party kahape milu bhai,neutral
bohat acha song h bhai jaan aap bohat jyda smart ho.,positive
bhaijan eid mubarak,neutral
thnks alot sallu,positive
Chor hai madarchod salman,negative
Koi nhe dekhega es tere mivie,negative
hindu Muslim ke naam pe paisa kama raha hai salman khan.. shame..,negative
bhai eid ka gift nhi doge,neutral
agar sachhe muslman ho to eid ke din is kutte ki film mat dekhna.,negative
Yehi sahi waqt hai jab hamara imaan azmaaya jayega,neutral
Kafir ki aulad mai teri movi nhi dekhunga....,negative
waise bhi bete hm bs yaha ana bs kam kiye hai warna hm aksar yahi raha karte the,neutral
Salman bhai mujhe bhi aana hai,neutral
wâ€¦ise tu boli nai ki hai kaha se,neutral
Aap ka bhi insaf honga. yaha nahi to waha honga. . inshallha,neutral
sandhya slman bat nai karega,neutral
Alisha sallu hat ni aane vala the sapne dekhna band karo,neutral
Or me bhi indian hu kon hota he ye jo musalman ko gali de or khud ko musalman kehta he jaheel,negative
yeh chutye ko leker jaker bathroom mein bandh karo re,negative
sallu is bst,positive
Taiyar hai bhai jan,positive
Salman muzhe mere sawal ka jawab cahiye hum nich to tu kon akher tu bhi muslim h na most reply,negative
Nich musalman kis ko bola pehle apne aap ko dekh tu aaj jaha par hai un musamano ki vajah se hai. Samga.hamko dhamki deta hai kon dekhna chahega ye sadi movie,negative
Weat karna padega,neutral
Ap sache wale being human ho bus apki yahi bt sabse Alag h...ap Surat se kuch Jada smart nhi PR dil se ess pure Bollywood m sundar ho....saf pakk dil h apke pass Jo etni dou,positive
Agar ek Muslim hoker iman ke saath gaddari kartha hai use support karnewala usse bada kuffar koyee nahi .pahale unku dawath do jo us darinda ko support kartha ho kaho ki Islam kya,negative
bahut pyaar h aap nhi samjhoge,positive
Abhi easvariya ka bhut utra hi ni he to tumko kaha se milega,neutral
Tu dil hai tu jaan hai..mera salman hai,positive
o ja gashti k bachey musalman ho k hindu bna hai lanat tere pe,negative
Teri party tujhe hi mubarak humare liye Allah hi kaafi h,neutral
mai chahthi hu kya ki bajrangi bhaijaan film flap hona pukka,negative
Bajarangi film flop hogiii salman ki. Maaa bahen hoo gii saaaalaaaa chotiya,negative
aabki baat 800cr par bajrangi bhaijaan (y),positive
awsome song bhaijan...,positive
yes lv u sallu bhaijaan...,positive
Sir ji apni kise s wada keya hi,neutral
Lanat ho bajrangi shaitan par lanti slman,negative
hume bhi party chahiye,neutral
flop movie kutta salman,negative
Yes I'm ready u luk so handsome bhagwaan aapko buri nazar se bachaaye,positive
salman tujhe to alha ka brkt h ..jo tme kharab bole uske ghrme jurjate h ( thats means haram khor ka khandan ) ok,positive
Eid kab hain? Jis din Salman ki filim release hoti hai.,neutral
voh toh haiiiiii,neutral
Ied mubarak ho salmaan g.khuda se dua hai aapki ye movie bhi badi hit ho aapki last movis ki tarah.,positive
Apki movie me sbko bolna hai jai siya ram tab eed manegi acchi...,neutral
bhai jaan jaisa koi nhi mai super man bhai jaan ka fan.,positive
Eid ke din salman apni maiya chudae,negative
sabki jaan salman khan.,positive
Nahi to ye mat soch ke tu fanna nahi hoga ye khyal tera jhutha h,negative
Ha bhai salam,neutral
my sallu bro always mindblowing salam sallu bhai,positive
iss bar eid ki party bhai ki tarf se...........,neutral
M aapko mis kar rha bhaiya kab aayega big boss plz reply karna,neutral
Salman Khan Teri film flop jayegi tu musalman nhi h tu kafir h,negative
Don't wary always be happy insaallhatala aap ke film sb se jada box office me kamane wale film hoge,positive
Amazngggggg bhaijaan.... Love uuuuh koi kuch ke le mai toh 1 st day 1 show jaunga....,positive
salman khan ek achhe enshan hai mere bhai hai,positive
Ab kis baat bheek mang rha rha hath faila kr eid pr,negative
eid mubarak bhaijaan in advance,neutral
Party to tab hogi jab life mein pretty hogi and pretty life hogi and pretty hi my beloved wife hogi,neutral
kamina salman yehi bolna chare ho na maqsood bhai,neutral
Pirty toh aap k sath karni thi boss,neutral
ramzaan or eid mubbark ho salman bhai 8863960135 mai aap ka wait,positive
Hum to hamesa tayaar rehte hain....bas aapki aane ki deri hoti hai.......;-),neutral
oui salman khan,neutral
aap Kavi hamare orissa me to aao,neutral
salman bhai main apka bahut bada fan hu mujhe apki bahut pasand aata hain.,positive
i love u saiman ji main apka bohat bada fan hon sir mujhe aap par pora brosha hai aap mujhe back msg karo ge main aap se jab melunga na main apko acting dekhaoonga,positive
sallu bhai ilove you,positive
Bhai tyohaar to bhai ka hai tou wo humara hua na,neutral
Salman tum baishram ho pahlai Nam ka Matlab janlo pir samjo gai,negative
Warna tumhari khairnah ha or waisabi eid to abi nahi hai kuch Dino baad hai,neutral
Sir me apka big big fan hu mujy apse call pe bt karni hai ek bar sir mera contact num 03356507139 Skype I.d abdul.rehman6731 plzzzz contact meabdul.rehman.sahabto,neutral
Bhai logo sbse bda dharm insaniyat usko follow karo,neutral
Iss bar BJP ka kutta Muslim pe dhabba aanne wala hai eid k din jaha b ye kutta aayega jute mar k bhagao sale k ghar me ghusu,negative
Ye koun kutta bola,negative
Yahi to sab log chahte hain ki hum lade aur tum log vohi kr rhe ho,neutral
Ashu Singh tu kya janta hai,neutral
Ashu yar bs kro. . .,neutral
Pk?????......agar bhagwan ko pujne ke liye ek chhoti si murti ki jarurat ni hai to tum bahanchod hizdo ko itne bade maszid ki kya jarurat hoti hai DHILE LAND KI PAIDAISHO???,negative
Abdul raheem bhai iske nhi samajh aayga mu bhat hai sala maners to hai hi nhi isme isko samjhan khde ke aage been bajana hai,negative
Ashu Sing tumhari saat howa hoga tum logo ka Mandira mai haaaaaaaaa,neutral
Bhupender Panwar ab tum mojsai q poch rahai ho ka mai Kon ho,neutral
Yar ashu tm had par kr rhe ho. Plz bs kr yr. . .itna nonsense mt bolo,negative
Ashu Singh tumhari baat hamai samag nahi arahi,neutral
Abhi tak to bada dum tha tum logo ke laudo me??????? achanak se dhile ho gaye????,negative
@bhupendra panwar...tu pakistan kyu ni chala jata 5 saal k liye..?,neutral
Abey pakistaan ja kutte teri to hindi bhi sahi ni hai,negative
aur har bhade ke tattuo se comment karwane wala har SALMAN KHAN musalmaan hota hai,negative
to tera matlb har bura kam karne vala aadmi musalman hota h Great thinking h bhai my midle finger salute u,negative
Aur jo chup chup ke bole chala jay vo hi asli hijde ki aulad hota hai ashu kutt,negative
sonya khan ek hijda musalmaan hai isey apna gender ni pata,negative
Sonya tum ladka ho ya ldki jaldi btao ek kam h tum se,neutral
Musalmaan kabhi aage se vaar ni karta hamesha hijdo ki tarah pichhe se vaar karta hai Pakistan ko hi dekh lo Muslim hijdo ka desh Hahahahahahaha,negative
bhupender panwar hijda musalmaan hai,negative
Bhupender bro sahi keh rhe ho isse bada chtiya mene apni zindagi mai nhi dekha yahi hai chutiya no1,negative
Advenced idd mubarak,neutral
Aaj ki parti salman bhai ki eid ki parti,neutral
Uske baad last mai apne liye kuch lelungi,neutral
Gracy Singh or salaman khan jodi ek sath dekhana chahata hu,neutral
Aur sab kaisa chalra hai,neutral
love uuuu shalluuuu,positive
I hate bajarngi bhai jaan. .. Salman,negative
Tum mere jaan ho bhai plz 1 bar call ya msg tu h to bola tha like ya comment karo tum padty ho na .,positive
A harami hai iski bhadwa ki mov mat dekna,negative
kisi ko harami kahne se pahle apne bare me soco.,neutral
Salman khan Bajrangi kutta maa ka lauda bhenchod,negative
I think vai app padhtey hongey plzz mai appse milna chata hu,neutral
Koi mere se zyada bda sallu ka fan hai to to lagatar iss film k pahle show dekhega koi hai to add me,neutral
Akhir show me apko kitne din tak dekte rahungi ?,neutral
bhai is kutte ki film mat dekho kyu apna paisa haram jagah le jaa rahe ho,negative
Hanji paji tiaar aa jooba,neutral
Bhai mujhe aapke sath acting karni hai main bhai aapke ghar ka kaam bhi kar doonga bhai mujhko mumbai le chalo bhai bhai plz bhai,neutral
tumne muje msg kya tha plz batao please,neutral
pure bachio ki jaan lena hai kya aise pics dekha k,neutral
main ye pic dekhne ke liye taiyar hu salman bhai,neutral
